(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
(-0.0603237,0.523682)
