1.4399,0,0,0,0,0,0,0,0,0,0,0,-0.0645185,-0.120211,-0.0943347,-0.0531657,0.000499012,0.0630189,0.130165,0.197426,0.260373,0.315184,0.360374,0.21178
-0.578149,3.14159,0,0,0,0,0,0,0,0,0,0,-0.070345,-0.130393,-0.100262,-0.0525478,0.00911182,0.0798104,0.15342,0.222293,0.275739,0.29346,0.210945,-0.307934
-0.352593,0,3.14159,0,0,0,0,0,0,0,0,0,-0.0773235,-0.142385,-0.106631,-0.0504583,0.0210642,0.100854,0.179517,0.244221,0.27526,0.236122,0.0497421,-0.377353
-0.247358,0,0,3.14159,0,0,0,0,0,0,0,0,-0.0858308,-0.156687,-0.113283,-0.0459985,0.0375676,0.126623,0.206669,0.258266,0.25479,0.161072,-0.0531741,-0.342656
-0.189152,0,0,0,nan,0,0,0,0,0,0,0,-0.0964274,-0.173979,-0.11982,-0.0377453,0.0600753,0.156842,0.231478,0.259702,0.217495,0.0908425,-0.10366,-0.295651
-0.152726,0,0,0,0,3.14159,0,0,0,0,0,0,-0.109983,-0.195189,-0.125345,-0.0234914,0.0899955,0.189765,0.249302,0.246665,0.172213,0.0368825,-0.123457,-0.254632
-0.127919,0,0,0,0,0,3.14159,0,0,0,0,0,-0.127919,-0.221563,-0.127919,2.48065e-16,0.127919,0.221563,0.255839,0.221563,0.127919,4.77483e-16,-0.127919,-0.221563
-0.109983,0,0,0,0,0,0,3.14159,0,0,0,0,-0.152726,-0.254632,-0.123457,0.0368825,0.172213,0.246665,0.249302,0.189765,0.0899955,-0.0234914,-0.125345,-0.195189
-0.0964274,0,0,0,0,0,0,0,nan,0,0,0,-0.189152,-0.295651,-0.10366,0.0908425,0.217495,0.259702,0.231478,0.156842,0.0600753,-0.0377453,-0.11982,-0.173979
-0.0858308,0,0,0,0,0,0,0,0,3.14159,0,0,-0.247358,-0.342656,-0.0531741,0.161072,0.25479,0.258266,0.206669,0.126623,0.0375676,-0.0459985,-0.113283,-0.156687
-0.0773235,0,0,0,0,0,0,0,0,0,3.14159,0,-0.352593,-0.377353,0.0497421,0.236122,0.27526,0.244221,0.179517,0.100854,0.0210642,-0.0504583,-0.106631,-0.142385
-0.070345,0,0,0,0,0,0,0,0,0,0,3.14159,-0.578149,-0.307934,0.210945,0.29346,0.275739,0.222293,0.15342,0.0798104,0.00911182,-0.0525478,-0.100262,-0.130393
-0.0645185,0,0,0,0,0,0,0,0,0,0,0,1.4399,0.21178,0.360374,0.315184,0.260373,0.197426,0.130165,0.0630189,0.000499012,-0.0531657,-0.0943347,-0.120211
-0.0605888,0.0131082,0.0158655,0.0195846,0.0247647,0.0322696,0.0436905,0.0621883,0.0946123,0.157048,0.285613,0.50307,0.31317,2.87979,0.34598,0.500306,0.34084,0.226798,0.130959,0.0483939,-0.0205478,-0.0741397,-0.110658,-0.12901
-0.0565424,0.0266633,0.032212,0.0396011,0.0496826,0.0638035,0.0841092,0.113913,0.157625,0.217971,0.285484,0.326142,0.0338452,-0.175694,2.87979,0.387475,0.506182,0.275169,0.132453,0.0294017,-0.0463442,-0.0986089,-0.128913,-0.138499
-0.0522265,0.0411737,0.0495745,0.0604995,0.0748494,0.0937581,0.118391,0.149186,0.184039,0.21582,0.232839,0.226655,0.00303623,-0.376427,-0.325146,2.87979,0.325146,0.376427,0.135766,0.00261733,-0.0800338,-0.128664,-0.150248,-0.149144
-0.0474472,0.0572904,0.0686071,0.0827583,0.100219,0.121064,0.14433,0.167179,0.184639,0.191279,0.184639,0.167179,-0.0148846,-0.275169,-0.506182,-0.387475,2.87979,0.175694,0.145808,-0.0400156,-0.12792,-0.168024,-0.176509,-0.161628
-0.0419307,0.0759347,0.0901718,0.106867,0.125451,0.144293,0.160444,0.170188,0.170708,0.161842,0.146192,0.127473,-0.0266894,-0.226798,-0.34084,-0.500306,-0.34598,2.87979,-0.0208342,-0.123879,-0.205075,-0.224181,-0.210993,-0.177058
-0.0352522,0.0985303,0.115467,0.133231,0.149625,0.161516,0.165904,0.161516,0.149625,0.133231,0.115467,0.0985303,-0.0352522,-0.197426,-0.260373,-0.315184,-0.360374,-0.21178,2.87979,-0.21178,-0.360374,-0.315184,-0.260373,-0.197426
-0.0266894,0.127473,0.146192,0.161842,0.170708,0.170188,0.160444,0.144293,0.125451,0.106867,0.0901718,0.0759347,-0.0419307,-0.177058,-0.210993,-0.224181,-0.205075,-0.123879,-0.0208342,2.87979,-0.34598,-0.500306,-0.34084,-0.226798
-0.0148846,0.167179,0.184639,0.191279,0.184639,0.167179,0.14433,0.121064,0.100219,0.0827583,0.0686071,0.0572904,-0.0474472,-0.161628,-0.176509,-0.168024,-0.12792,-0.0400156,0.145808,0.175694,2.87979,-0.387475,-0.506182,-0.275169
0.00303623,0.226655,0.232839,0.21582,0.184039,0.149186,0.118391,0.0937581,0.0748494,0.0604995,0.0495745,0.0411737,-0.0522265,-0.149144,-0.150248,-0.128664,-0.0800338,0.00261733,0.135766,0.376427,0.325146,2.87979,-0.325146,-0.376427
0.0338452,0.326142,0.285484,0.217971,0.157625,0.113913,0.0841092,0.0638035,0.0496826,0.0396011,0.032212,0.0266633,-0.0565424,-0.138499,-0.128913,-0.0986089,-0.0463442,0.0294017,0.132453,0.275169,0.506182,0.387475,2.87979,-0.175694
0.31317,0.50307,0.285613,0.157048,0.0946123,0.0621883,0.0436905,0.0322696,0.0247647,0.0195846,0.0158655,0.0131082,-0.0605888,-0.12901,-0.110658,-0.0741397,-0.0205478,0.0483939,0.130959,0.226798,0.34084,0.500306,0.34598,2.87979
