0.397175,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0290015,-0.0337673,-0.0382751,-0.0425514,-0.0466189,-0.050497,-0.0542025,-0.0735603,-0.0902473,-0.0894032,-0.0879882,-0.0859897,-0.0833897,-0.0801635,-0.0762794,-0.071697,-0.0663654,-0.0602205,-0.0531818,-0.0451472,-0.0359854,-0.0255255,-0.0135404,0.000280568,0.0163756,0.0353913,0.0583385,0.0869317,0.124455,0.178659,0.281027,
0.278686,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0290015,-0.0337673,-0.0382751,-0.0425514,-0.0466189,-0.050497,-0.0689757,-0.0846768,-0.0838343,-0.0824219,-0.0804273,-0.0778324,-0.074613,-0.0707376,-0.066166,-0.0608479,-0.0547201,-0.0477031,-0.0396962,-0.0305705,-0.0201586,-0.00823866,0.00549054,0.0214511,0.0402584,0.0628579,0.0908041,0.126901,0.176817,0.250691,
0.197853,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0290015,-0.0337673,-0.0382751,-0.0425514,-0.0466189,-0.0641861,-0.0788599,-0.0780227,-0.0766196,-0.0746383,-0.0720614,-0.0688653,-0.0650194,-0.060485,-0.0552137,-0.0491446,-0.0422019,-0.03429,-0.0252877,-0.0150391,-0.00334056,0.0100789,0.0255889,0.0437065,0.0651764,0.0910923,0.123023,0.16261,0.206716,
0.152793,0.151145,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0290015,-0.0337673,-0.0382751,-0.0425514,-0.0591723,-0.0727739,-0.071947,-0.0705615,-0.0686057,-0.0660631,-0.0629114,-0.059122,-0.0546585,-0.0494759,-0.0435181,-0.0367158,-0.0289828,-0.0202117,-0.0102672,0.00102255,0.013877,0.0285786,0.0454894,0.0650593,0.0877832,0.113944,0.142582,0.168534,
0.121069,0.116314,0.151145,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0290015,-0.0337673,-0.0382751,-0.0539122,-0.0663929,-0.0655827,-0.0642256,-0.0623109,-0.0598236,-0.0567435,-0.0530447,-0.0486947,-0.0436538,-0.037873,-0.0312929,-0.0238413,-0.0154308,-0.00595541,0.00471224,0.016723,0.0302495,0.0454721,0.0625339,0.0814124,0.101595,0.121389,0.137014,
0.0965777,0.0919906,0.116314,0.151145,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0290015,-0.0337673,-0.0483805,-0.0596871,-0.0589018,-0.0575871,-0.0557337,-0.0533287,-0.0503548,-0.04679,-0.0426074,-0.0377743,-0.0322516,-0.025993,-0.0189448,-0.011045,-0.0022238,0.00759371,0.018482,0.0305004,0.0436631,0.0578752,0.0728121,0.0877105,0.101106,0.110767,
0.076634,0.0732358,0.0919906,0.116314,0.151145,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0290015,-0.0425475,-0.0526219,-0.0518723,-0.0506182,-0.0488523,-0.0465643,-0.0437409,-0.0403654,-0.0364176,-0.0318741,-0.0267079,-0.020889,-0.014385,-0.00716287,0.000807852,0.00954927,0.0190645,0.0293191,0.0402102,0.0515162,0.0628255,0.0734551,0.0824109,0.088498,
0.0598156,0.0579562,0.0732358,0.0919906,0.116314,0.151145,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0239464,-0.0363785,-0.0451571,-0.0444572,-0.0432875,-0.041643,-0.039517,-0.0369009,-0.0337843,-0.0301554,-0.0260015,-0.0213094,-0.0160667,-0.0102638,-0.00389623,0.00303013,0.0104927,0.0184414,0.0267838,0.0353638,0.0439361,0.0521402,0.0594888,0.0653931,0.0692509,
0.0452764,0.0450587,0.0579562,0.0732358,0.0919906,0.116314,0.151145,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0185644,-0.0298325,-0.0372451,-0.0366136,-0.0355597,-0.0340811,-0.0321753,-0.0298391,-0.0270692,-0.023863,-0.0202189,-0.0161378,-0.0116244,-0.00668911,-0.00135162,0.00435546,0.010381,0.0166484,0.023047,0.0294236,0.0355747,0.0412449,0.0461357,0.0499323,0.0523477,
0.0324732,0.0338976,0.0450587,0.0579562,0.0732358,0.0919906,0.116314,0.151145,0.216551,0.332076,0.216551,0.151145,0.116314,0.0919906,0.0732358,0.0579562,0.0450587,0.0338976,0.0240595,0.015263,0.00730844,4.82925e-05,-0.00662909,-0.0128104,-0.0228605,-0.0288298,-0.0282916,-0.0273951,-0.0261411,-0.0245311,-0.0225676,-0.0202544,-0.0175972,-0.0146048,-0.0112896,-0.00766928,-0.0037685,0.000379176,0.00472872,0.00922085,0.0137792,0.0183081,0.0226906,0.0267903,0.0304548,0.0335254,0.0358504,0.0373026,
