1.50535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327015,-0.0654029,-0.0654023,-0.0654012,-0.0653997,-0.0653977,-0.065395,-0.0653917,-0.0653875,-0.0653821,-0.0653755,-0.065367,-0.0653562,-0.065342,-0.0653233,-0.0652977,-0.0652618,-0.0652091,-0.0651273,-0.0649903,-0.0647344,-0.0641644,-0.0623907,-0.0401446,
-0.631185,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341254,-0.0682629,-0.0682994,-0.0683617,-0.068452,-0.0685737,-0.0687316,-0.0689323,-0.0691849,-0.0695019,-0.0699009,-0.0704062,-0.0710536,-0.0718954,-0.073012,-0.0745308,-0.076664,-0.0797861,-0.0846089,-0.0926251,-0.107415,-0.139437,-0.230381,-0.616245,
-0.369235,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356788,-0.0713829,-0.0714594,-0.07159,-0.0717791,-0.0720338,-0.0723641,-0.0727836,-0.0733111,-0.0739723,-0.0748029,-0.0758529,-0.0771944,-0.078933,-0.0812289,-0.084333,-0.0886567,-0.0949091,-0.104394,-0.119702,-0.14651,-0.198698,-0.312529,-0.54826,
-0.255575,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373803,-0.0747998,-0.074919,-0.075122,-0.075416,-0.0758117,-0.0763241,-0.0769739,-0.0777893,-0.0788089,-0.0800857,-0.0816937,-0.0837379,-0.0863705,-0.0898179,-0.0944277,-0.100751,-0.109701,-0.12285,-0.143045,-0.175612,-0.230348,-0.321204,-0.443029,
-0.194196,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.039252,-0.0785579,-0.0787215,-0.0790001,-0.0794033,-0.079945,-0.080645,-0.0815306,-0.0826385,-0.0840183,-0.0857378,-0.0878899,-0.0906046,-0.094066,-0.098541,-0.104424,-0.112312,-0.123128,-0.138321,-0.160159,-0.192006,-0.237855,-0.298457,-0.360183,
-0.156221,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413207,-0.0827103,-0.0829191,-0.0832743,-0.0837873,-0.0844752,-0.0853616,-0.0864787,-0.0878698,-0.0895924,-0.0917236,-0.0943674,-0.0976651,-0.101811,-0.107075,-0.113836,-0.122627,-0.134198,-0.149573,-0.170046,-0.196914,-0.230486,-0.26774,-0.29952,
-0.130531,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436194,-0.0873221,-0.0875746,-0.0880035,-0.0886215,-0.0894476,-0.0905078,-0.091837,-0.0934813,-0.0955011,-0.0979753,-0.101007,-0.104732,-0.109327,-0.115026,-0.12213,-0.131025,-0.142178,-0.156101,-0.173219,-0.193546,-0.216083,-0.238056,-0.254741,
-0.112038,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461885,-0.0924731,-0.0927642,-0.0932577,-0.0939667,-0.09491,-0.0961139,-0.0976125,-0.0994499,-0.101683,-0.104381,-0.107635,-0.111555,-0.116277,-0.121963,-0.128803,-0.137,-0.146743,-0.158143,-0.171118,-0.185218,-0.199417,-0.212015,-0.220868,
-0.0981051,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490786,-0.0982627,-0.0985814,-0.0991202,-0.0998909,-0.10091,-0.102201,-0.103793,-0.105722,-0.108032,-0.110777,-0.114019,-0.11783,-0.122289,-0.127476,-0.133466,-0.14031,-0.148006,-0.156457,-0.165424,-0.174463,-0.182907,-0.189904,-0.194568,
-0.0872389,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0523539,-0.104816,-0.105141,-0.10569,-0.106469,-0.107493,-0.108775,-0.110336,-0.112199,-0.11439,-0.116936,-0.119869,-0.123216,-0.127,-0.131234,-0.135913,-0.140999,-0.146415,-0.152023,-0.157618,-0.162922,-0.1676,-0.171289,-0.173659,
