1.59043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218165,-0.0436285,-0.0436148,-0.0435921,-0.0435604,-0.0435198,-0.0434705,-0.0434127,-0.0433466,-0.0432724,-0.0431904,-0.0431009,-0.0430043,-0.0429007,-0.0427907,-0.0426745,-0.0425525,-0.0424252,-0.0422928,-0.0421559,-0.0420148,-0.0418699,-0.0417216,-0.0415703,-0.0414164,-0.0412602,-0.0411023,-0.0409429,-0.0407823,-0.040621,-0.0404592,-0.0402974,-0.0401357,-0.0399745,-0.039814,-0.0396546,-0.0394965,-0.0393398,-0.0391849,-0.039032,-0.0205835,-0.00233099,-0.00244094,-0.00255883,-0.00268544,-0.00282164,-0.00296843,-0.00312692,-0.00329839,-0.00348428,-0.00368624,-0.00390619,-0.0041463,-0.00440909,-0.00469749,-0.00501493,-0.00536538,-0.00575357,-0.00618504,-0.00666641,-0.00720559,-0.0078121,-0.00849747,-0.00927579,-0.0101643,-0.0111846,-0.0123633,-0.0137343,-0.0153406,-0.0172376,-0.0194972,-0.0222143,-0.0255145,-0.0295674,-0.0346028,-0.0409356,-0.048998,-0.0593791,-0.0728598,-0.0904015,-0.0425146,0.0196323,0.0196322,0.0196321,0.019632,0.0196318,0.0196317,0.0196315,0.0196313,0.0196311,0.0196309,0.0196306,0.0196303,0.01963,0.0196297,0.0196293,0.0196288,0.0196283,0.0196278,0.0196271,0.0196263,0.0196254,0.0196244,0.0196232,0.0196217,0.01962,0.0196178,0.0196151,0.0196117,0.0196074,0.0196017,0.0195939,0.0195831,0.0195672,0.0195426,0.0195015,0.0194247,0.0192537,0.0187216,0.0120495,
-0.0866114,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223759,-0.0447456,-0.0447272,-0.0446965,-0.0446538,-0.0445992,-0.044533,-0.0444554,-0.0443667,-0.0442675,-0.044158,-0.0440387,-0.0439101,-0.0437727,-0.0436271,-0.0434737,-0.0433132,-0.043146,-0.0429729,-0.0427943,-0.0426109,-0.0424232,-0.0422317,-0.0420371,-0.0418398,-0.0416404,-0.0414394,-0.0412373,-0.0410345,-0.0408315,-0.0406287,-0.0404265,-0.0402253,-0.0400255,-0.0398273,-0.0396311,-0.0394372,-0.0392459,-0.0390573,-0.0388718,-0.0207375,-0.00284072,-0.002974,-0.00311682,-0.00327012,-0.00343494,-0.00361246,-0.003804,-0.00401107,-0.00423539,-0.00447889,-0.00474383,-0.00503275,-0.00534863,-0.00569487,-0.00607544,-0.006495,-0.00695896,-0.00747373,-0.00804688,-0.00868742,-0.00940614,-0.010216,-0.0111328,-0.0121756,-0.0133679,-0.0147389,-0.0163247,-0.0181707,-0.0203343,-0.0228886,-0.0259273,-0.0295712,-0.0339767,-0.0393467,-0.0459423,-0.0540945,-0.0642072,-0.0767345,-0.0920932,-0.0441611,0.0155432,0.0153729,0.0151884,0.0149882,0.0147705,0.0145334,0.0142746,0.0139914,0.0136809,0.0133394,0.012963,0.0125468,0.0120851,0.0115714,0.0109976,0.0103543,0.00963018,0.00881141,0.00788125,0.00681918,0.00559982,0.00419164,0.00255504,0.000639986,-0.00161735,-0.00429903,-0.00751141,-0.0113933,-0.0161268,-0.0219511,-0.0291787,-0.0382113,-0.0495444,-0.0637346,-0.0812716,-0.102248,-0.125712,-0.148807,-0.16649,
-0.0435173,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229647,-0.0459213,-0.0458973,-0.0458573,-0.0458016,-0.0457305,-0.0456443,-0.0455436,-0.0454287,-0.0453002,-0.0451588,-0.0450051,-0.0448398,-0.0446636,-0.0444774,-0.0442819,-0.0440778,-0.0438661,-0.0436474,-0.0434227,-0.0431926,-0.042958,-0.0427196,-0.0424781,-0.0422343,-0.0419888,-0.0417423,-0.0414953,-0.0412484,-0.0410023,-0.0407573,-0.040514,-0.0402729,-0.0400342,-0.0397984,-0.0395659,-0.0393369,-0.0391117,-0.0388906,-0.0386738,-0.020869,-0.00334175,-0.00349752,-0.00366435,-0.0038433,-0.00403557,-0.00424249,-0.00446558,-0.00470656,-0.00496735,-0.00525017,-0.00555754,-0.00589234,-0.00625789,-0.00665801,-0.00709712,-0.00758036,-0.00811374,-0.00870428,-0.00936025,-0.0100914,-0.0109095,-0.0118283,-0.0128644,-0.0140382,-0.0153738,-0.0169012,-0.0186569,-0.0206858,-0.0230438,-0.0258001,-0.029041,-0.0328737,-0.0374314,-0.0428768,-0.0494052,-0.0572404,-0.0666181,-0.0777411,-0.0906861,-0.0438615,0.0123877,0.0121011,0.0117918,0.0114577,0.0110962,0.0107045,0.0102794,0.00981714,0.00931366,0.0087642,0.00816337,0.00750498,0.00678193,0.00598605,0.00510791,0.00413663,0.0030596,0.00186221,0.000527471,-0.000964323,-0.00263606,-0.00451425,-0.00662953,-0.00901703,-0.0117167,-0.0147732,-0.0182355,-0.0221549,-0.0265821,-0.0315611,-0.0371199,-0.0432555,-0.0499136,-0.0569626,-0.0641666,-0.0711661,-0.0774833,-0.0825661,-0.0858811,
-0.0290429,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235853,-0.0471603,-0.0471296,-0.0470786,-0.0470077,-0.0469172,-0.0468078,-0.0466799,-0.0465344,-0.046372,-0.0461936,-0.0460002,-0.0457928,-0.0455724,-0.04534,-0.0450969,-0.0448439,-0.0445823,-0.0443131,-0.0440374,-0.0437563,-0.0434706,-0.0431815,-0.0428897,-0.0425963,-0.042302,-0.0420076,-0.0417139,-0.0414215,-0.0411311,-0.0408432,-0.0405583,-0.0402771,-0.0399998,-0.0397269,-0.0394587,-0.0391956,-0.0389378,-0.0386855,-0.038439,-0.020978,-0.00383268,-0.00401,-0.00419977,-0.00440319,-0.00462156,-0.00485638,-0.00510932,-0.00538226,-0.00567734,-0.00599696,-0.00634389,-0.00672127,-0.00713269,-0.00758228,-0.0080748,-0.00861577,-0.00921156,-0.00986964,-0.0105987,-0.011409,-0.0123125,-0.0133237,-0.0144593,-0.0157397,-0.0171891,-0.0188366,-0.0207175,-0.0228741,-0.0253578,-0.0282305,-0.0315671,-0.0354565,-0.0400038,-0.0453291,-0.0515639,-0.0588398,-0.0672648,-0.0768795,-0.0875847,-0.042529,0.00998141,0.00962351,0.00923929,0.00882641,0.00838226,0.00790396,0.0073883,0.00683171,0.00623022,0.0055794,0.00487432,0.0041095,0.00327881,0.00237545,0.00139185,0.000319631,-0.000850469,-0.00212864,-0.00352602,-0.00505468,-0.00672754,-0.00855819,-0.0105606,-0.0127487,-0.0151354,-0.0177318,-0.0205455,-0.0235786,-0.0268247,-0.0302662,-0.0338699,-0.0375834,-0.0413313,-0.0450136,-0.0485057,-0.051664,-0.0543353,-0.0563721,-0.05765,
-0.0217917,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242403,-0.0484678,-0.0484293,-0.0483654,-0.0482765,-0.0481633,-0.0480265,-0.047867,-0.0476858,-0.047484,-0.047263,-0.047024,-0.0467683,-0.0464975,-0.0462129,-0.0459161,-0.0456084,-0.0452914,-0.0449664,-0.0446348,-0.0442979,-0.043957,-0.0436133,-0.043268,-0.0429221,-0.0425766,-0.0422324,-0.0418903,-0.0415512,-0.0412157,-0.0408845,-0.040558,-0.040237,-0.0399216,-0.0396125,-0.0393098,-0.0390138,-0.0387249,-0.0384432,-0.0381688,-0.0210646,-0.00431223,-0.00451004,-0.00472158,-0.00494814,-0.00519114,-0.0054522,-0.0057331,-0.00603588,-0.00636283,-0.00671651,-0.00709987,-0.00751624,-0.00796942,-0.00846374,-0.00900419,-0.00959652,-0.0102473,-0.0109643,-0.0117562,-0.0126336,-0.0136085,-0.0146951,-0.01591,-0.017273,-0.0188072,-0.02054,-0.0225039,-0.0247371,-0.0272848,-0.0301997,-0.0335429,-0.0373841,-0.0418002,-0.0468722,-0.052678,-0.0592795,-0.0666995,-0.0748876,-0.0836727,-0.0407076,0.0081428,0.00774574,0.00732161,0.0068683,0.00638349,0.00586463,0.00530897,0.0047135,0.00407494,0.00338974,0.00265406,0.00186372,0.00101424,0.000100834,-0.000881613,-0.00193849,-0.00307543,-0.00429823,-0.00561275,-0.00702474,-0.00853964,-0.0101623,-0.0118965,-0.0137447,-0.015707,-0.0177808,-0.0199596,-0.0222322,-0.0245814,-0.0269831,-0.0294052,-0.0318076,-0.0341412,-0.0363499,-0.0383718,-0.0401424,-0.041599,-0.0426852,-0.0433563,
-0.0174373,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249328,-0.0498497,-0.0498019,-0.0497227,-0.0496128,-0.0494729,-0.049304,-0.0491076,-0.0488849,-0.0486375,-0.0483673,-0.0480758,-0.0477651,-0.0474371,-0.0470935,-0.0467365,-0.0463678,-0.0459894,-0.045603,-0.0452104,-0.0448131,-0.0444129,-0.0440111,-0.043609,-0.0432079,-0.042809,-0.0424133,-0.0420218,-0.0416351,-0.0412542,-0.0408797,-0.040512,-0.0401518,-0.0397994,-0.0394552,-0.0391194,-0.0387923,-0.0384741,-0.0381648,-0.0378646,-0.0211291,-0.00477922,-0.00499637,-0.0052284,-0.00547668,-0.00574271,-0.0060282,-0.00633505,-0.00666539,-0.00702163,-0.00740646,-0.00782293,-0.0082745,-0.0087651,-0.00929919,-0.00988187,-0.010519,-0.0112171,-0.0119841,-0.0128287,-0.0137611,-0.0147932,-0.0159386,-0.0172133,-0.0186358,-0.0202275,-0.0220133,-0.024022,-0.0262869,-0.0288459,-0.0317418,-0.0350221,-0.0387376,-0.0429404,-0.0476789,-0.0529905,-0.0588889,-0.0653463,-0.0722694,-0.0794716,-0.0387043,0.0067258,0.00631075,0.00586955,0.00540039,0.00490136,0.00437038,0.00380526,0.00320366,0.00256308,0.00188091,0.00115437,0.000380582,-0.000443429,-0.00132072,-0.00225436,-0.00324741,-0.00430281,-0.00542328,-0.00661124,-0.00786857,-0.00919648,-0.0105952,-0.0120639,-0.0136,-0.015199,-0.0168542,-0.0185561,-0.020292,-0.0220458,-0.0237975,-0.0255233,-0.0271959,-0.0287848,-0.0302569,-0.0315785,-0.0327158,-0.0336378,-0.0343176,-0.0347342,
-0.0145331,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025666,-0.0513124,-0.0512537,-0.0511566,-0.0510218,-0.0508505,-0.0506442,-0.0504046,-0.0501336,-0.0498335,-0.0495066,-0.0491551,-0.0487816,-0.0483887,-0.0479788,-0.0475545,-0.0471181,-0.046672,-0.0462184,-0.0457596,-0.0452974,-0.0448337,-0.0443702,-0.0439085,-0.04345,-0.042996,-0.0425475,-0.0421056,-0.0416712,-0.0412449,-0.0408275,-0.0404195,-0.0400212,-0.039633,-0.0392553,-0.0388882,-0.0385319,-0.0381864,-0.0378518,-0.037528,-0.0211718,-0.00523258,-0.00546785,-0.00571901,-0.00598748,-0.00627485,-0.00658288,-0.00691355,-0.00726907,-0.0076519,-0.00806482,-0.00851096,-0.00899382,-0.0095174,-0.0100862,-0.0107053,-0.0113805,-0.0121184,-0.0129265,-0.0138135,-0.0147892,-0.0158648,-0.0170533,-0.0183694,-0.01983,-0.0214543,-0.0232644,-0.0252849,-0.0275435,-0.030071,-0.0329003,-0.0360662,-0.0396033,-0.043543,-0.0479088,-0.0527095,-0.0579286,-0.0635118,-0.0693519,-0.0752736,-0.036685,0.00562109,0.00520151,0.00475745,0.00428747,0.00379003,0.00326355,0.00270634,0.00211667,0.00149274,0.00083274,0.000134794,-0.000602953,-0.00138233,-0.00220508,-0.00307285,-0.00398709,-0.004949,-0.0059594,-0.00701869,-0.00812667,-0.0092824,-0.010484,-0.0117287,-0.0130122,-0.0143288,-0.0156713,-0.0170306,-0.0183954,-0.0197526,-0.021087,-0.0223815,-0.0236174,-0.0247747,-0.0258329,-0.0267713,-0.0275705,-0.0282127,-0.0286829,-0.0289698,
-0.0124581,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264436,-0.0528632,-0.0527917,-0.0526733,-0.0525092,-0.0523011,-0.0520509,-0.0517609,-0.051434,-0.0510728,-0.0506806,-0.0502604,-0.0498156,-0.0493495,-0.0488651,-0.0483658,-0.0478546,-0.0473343,-0.0468077,-0.0462774,-0.0457456,-0.0452146,-0.0446863,-0.0441625,-0.0436446,-0.0431341,-0.0426321,-0.0421396,-0.0416575,-0.0411864,-0.040727,-0.0402798,-0.0398449,-0.0394228,-0.0390135,-0.0386172,-0.0382338,-0.0378633,-0.0375057,-0.0371608,-0.0211931,-0.00567135,-0.00592347,-0.00619233,-0.00647941,-0.00678635,-0.00711496,-0.00746725,-0.00784547,-0.00825213,-0.00869004,-0.00916233,-0.00967252,-0.0102246,-0.010823,-0.0114727,-0.0121794,-0.0129495,-0.0137903,-0.0147099,-0.0157177,-0.016824,-0.0180408,-0.0193814,-0.0208608,-0.022496,-0.0243055,-0.02631,-0.0285317,-0.0309944,-0.0337222,-0.0367388,-0.0400652,-0.0437171,-0.0476999,-0.0520037,-0.0565951,-0.0614091,-0.0663397,-0.0712334,-0.0347353,0.00474908,0.00433324,0.00389489,0.00343292,0.00294614,0.00243335,0.00189334,0.00132487,0.000726714,9.76543e-05,-0.000563473,-0.00125777,-0.00198623,-0.00274971,-0.00354889,-0.00438419,-0.00525573,-0.00616325,-0.00710605,-0.00808284,-0.0090917,-0.01013,-0.0111941,-0.0122795,-0.0133808,-0.014491,-0.0156023,-0.0167054,-0.0177901,-0.0188447,-0.0198567,-0.0208129,-0.0216996,-0.0225031,-0.0232099,-0.0238077,-0.0242852,-0.0246333,-0.0248451,
-0.0109015,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272697,-0.0545104,-0.0544236,-0.0542802,-0.0540816,-0.0538301,-0.0535284,-0.0531797,-0.0527876,-0.0523559,-0.0518886,-0.0513901,-0.0508643,-0.0503157,-0.0497482,-0.0491657,-0.0485721,-0.0479709,-0.0473653,-0.0467583,-0.0461526,-0.0455508,-0.0449548,-0.0443666,-0.0437879,-0.0432201,-0.0426642,-0.0421214,-0.0415922,-0.0410775,-0.0405775,-0.0400927,-0.0396232,-0.0391692,-0.0387305,-0.0383073,-0.0378993,-0.0375064,-0.0371283,-0.0367647,-0.0211936,-0.00609474,-0.00636236,-0.00664746,-0.00695152,-0.00727622,-0.00762339,-0.00799506,-0.00839349,-0.00882118,-0.00928094,-0.00977587,-0.0103094,-0.0108856,-0.0115085,-0.0121832,-0.0129151,-0.0137102,-0.0145755,-0.0155185,-0.0165478,-0.0176729,-0.0189047,-0.0202547,-0.0217363,-0.0233635,-0.025152,-0.0271181,-0.0292792,-0.0316526,-0.0342548,-0.0371005,-0.0402002,-0.0435576,-0.0471663,-0.0510049,-0.0550323,-0.0591817,-0.063356,-0.0674255,-0.0328957,0.00405218,0.003645,0.00321734,0.00276832,0.00229708,0.00180275,0.00128446,0.00074138,0.00017271,-0.000422293,-0.00104429,-0.00169384,-0.00237136,-0.00307712,-0.00381115,-0.00457325,-0.00536292,-0.00617927,-0.00702103,-0.00788643,-0.00877316,-0.0096783,-0.0105983,-0.0115287,-0.0124646,-0.0133999,-0.0143281,-0.0152416,-0.0161322,-0.016991,-0.0178086,-0.0185753,-0.0192813,-0.019917,-0.020473,-0.0209409,-0.0213132,-0.0215838,-0.021748,
-0.00969072,0,0,0,0,0,0,0,0,3.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281491,-0.0562631,-0.0561583,-0.0559851,-0.0557457,-0.0554432,-0.0550811,-0.0546638,-0.054196,-0.0536828,-0.0531295,-0.0525416,-0.0519243,-0.051283,-0.0506228,-0.0499485,-0.0492648,-0.0485757,-0.0478851,-0.0471965,-0.0465129,-0.0458369,-0.0451709,-0.0445169,-0.0438765,-0.043251,-0.0426416,-0.0420492,-0.0414743,-0.0409173,-0.0403786,-0.0398584,-0.0393565,-0.038873,-0.0384076,-0.03796,-0.0375301,-0.0371173,-0.0367214,-0.0363418,-0.0211741,-0.00650203,-0.0067838,-0.00708363,-0.00740303,-0.00774366,-0.00810736,-0.00849615,-0.00891228,-0.00935822,-0.00983672,-0.0103508,-0.0109039,-0.0114997,-0.0121425,-0.0128367,-0.0135876,-0.014401,-0.015283,-0.0162408,-0.0172821,-0.0184155,-0.0196504,-0.0209969,-0.0224662,-0.02407,-0.0258208,-0.0277313,-0.0298143,-0.0320815,-0.0345434,-0.0372072,-0.0400757,-0.0431444,-0.0463993,-0.0498132,-0.0533425,-0.0569238,-0.0604717,-0.0638788,-0.0311817,0.00348858,0.00309286,0.00267858,0.00224509,0.00179175,0.00131798,0.000823173,0.000306813,-0.000231576,-0.00079239,-0.00137593,-0.00198237,-0.00261175,-0.00326392,-0.00393854,-0.00463502,-0.00535248,-0.00608975,-0.00684526,-0.00761707,-0.00840278,-0.0091995,-0.0100038,-0.0108118,-0.011619,-0.0124202,-0.01321,-0.013982,-0.0147298,-0.0154464,-0.0161245,-0.0167569,-0.0173361,-0.0178551,-0.0183072,-0.0186863,-0.018987,-0.019205,-0.0193372,
